ZipCode;Latitude;Longitude;State;StateFullName;City
17066;40.36102;-77.877623;PA;Pennsylvania;Mount Union
17067;40.385843;-76.316928;PA;Pennsylvania;Myerstown
17068;40.407872;-77.184252;PA;Pennsylvania;New Bloomfield
17069;40.454118;-76.970617;PA;Pennsylvania;New Buffalo
17070;40.207284;-76.86014;PA;Pennsylvania;New Cumberland
17071;40.271944;-77.585948;PA;Pennsylvania;New Germantown
17072;40.23364;-77.079648;PA;Pennsylvania;New Kingstown
17073;40.306066;-76.26545;PA;Pennsylvania;Newmanstown
17074;40.497497;-77.145606;PA;Pennsylvania;Newport
17075;40.393503;-77.835367;PA;Pennsylvania;Newton Hamilton
17076;40.609469;-77.316276;PA;Pennsylvania;Oakland Mills
17077;40.405241;-76.534158;PA;Pennsylvania;Ono
17078;40.292796;-76.586617;PA;Pennsylvania;Palmyra
17080;40.641575;-76.802416;PA;Pennsylvania;Pillow
17081;40.203142;-77.289384;PA;Pennsylvania;Plainfield
17082;40.490486;-77.465271;PA;Pennsylvania;Port Royal
17083;40.277614;-76.437722;PA;Pennsylvania;Quentin
17084;40.666197;-77.616235;PA;Pennsylvania;Reedsville
17085;40.2773;-76.3825;PA;Pennsylvania;Rexmont
17086;40.71161;-77.153793;PA;Pennsylvania;Richfield
17087;40.398694;-76.264127;PA;Pennsylvania;Richland
17088;40.302336;-76.29486;PA;Pennsylvania;Schaefferstown
17089;40.2397;-76.9205;PA;Pennsylvania;Camp Hill
17090;40.340424;-77.198105;PA;Pennsylvania;Shermans Dale
17093;40.310756;-76.928746;PA;Pennsylvania;Summerdale
17094;40.589831;-77.166562;PA;Pennsylvania;Thompsontown
17097;40.588748;-76.707138;PA;Pennsylvania;Wiconisco
17098;40.589011;-76.618978;PA;Pennsylvania;Williamstown
17099;40.641503;-77.57234;PA;Pennsylvania;Yeagertown
17101;40.260808;-76.887096;PA;Pennsylvania;Harrisburg
17102;40.27107;-76.897322;PA;Pennsylvania;Harrisburg
17103;40.274121;-76.862777;PA;Pennsylvania;Harrisburg
17104;40.255556;-76.861924;PA;Pennsylvania;Harrisburg
17105;40.2736;-76.8847;PA;Pennsylvania;Harrisburg
17106;40.2736;-76.8847;PA;Pennsylvania;Harrisburg
17107;40.2736;-76.8847;PA;Pennsylvania;Harrisburg
17108;40.2736;-76.8847;PA;Pennsylvania;Harrisburg
17109;40.289956;-76.821368;PA;Pennsylvania;Harrisburg
17110;40.318084;-76.879279;PA;Pennsylvania;Harrisburg
17111;40.268518;-76.789084;PA;Pennsylvania;Harrisburg
17112;40.362189;-76.806932;PA;Pennsylvania;Harrisburg
17113;40.224254;-76.83434;PA;Pennsylvania;Harrisburg
17120;40.2682;-76.8822;PA;Pennsylvania;Harrisburg
17121;40.2688;-76.8842;PA;Pennsylvania;Harrisburg
17122;40.2688;-76.8842;PA;Pennsylvania;Harrisburg
17123;40.2688;-76.8842;PA;Pennsylvania;Harrisburg
17124;40.2688;-76.8842;PA;Pennsylvania;Harrisburg
17125;40.2688;-76.8842;PA;Pennsylvania;Harrisburg
17126;40.2688;-76.8842;PA;Pennsylvania;Harrisburg
17127;40.2688;-76.8842;PA;Pennsylvania;Harrisburg
17128;40.2688;-76.8842;PA;Pennsylvania;Harrisburg
17129;40.2688;-76.8842;PA;Pennsylvania;Harrisburg
17130;40.2761;-76.8875;PA;Pennsylvania;Harrisburg
17140;40.2736;-76.8847;PA;Pennsylvania;Harrisburg
17177;40.2736;-76.8847;PA;Pennsylvania;Harrisburg
17201;39.931062;-77.658566;PA;Pennsylvania;Chambersburg
17202;39.926268;-77.694286;PA;Pennsylvania;Chambersburg
17210;40.1703;-77.6777;PA;Pennsylvania;Amberson
17211;39.761445;-78.408648;PA;Pennsylvania;Artemas
17212;39.806028;-78.070546;PA;Pennsylvania;Big Cove Tannery
17213;40.266254;-77.780354;PA;Pennsylvania;Blairs Mills
17214;39.739971;-77.465786;PA;Pennsylvania;Blue Ridge Summit
17215;40.05575;-77.916969;PA;Pennsylvania;Burnt Cabins
17217;40.273314;-77.68344;PA;Pennsylvania;Concord
17219;40.224638;-77.71285;PA;Pennsylvania;Doylesburg
17220;40.181061;-77.729068;PA;Pennsylvania;Dry Run
17221;40.059779;-77.815707;PA;Pennsylvania;Fannettsburg
17222;39.887718;-77.488488;PA;Pennsylvania;Fayetteville
17223;40.066527;-77.940954;PA;Pennsylvania;Fort Littleton
17224;39.982594;-77.84978;PA;Pennsylvania;Fort Loudon
17225;39.79923;-77.753444;PA;Pennsylvania;Greencastle
17228;39.98754;-78.082946;PA;Pennsylvania;Harrisonville
17229;40.070938;-78.023722;PA;Pennsylvania;Hustontown
17231;39.8612;-77.8598;PA;Pennsylvania;Lemasters
17232;40.109221;-77.642772;PA;Pennsylvania;Lurgan
17233;39.950728;-77.989534;PA;Pennsylvania;Mc Connellsburg
17235;39.858808;-77.699177;PA;Pennsylvania;Marion
17236;39.829497;-77.97253;PA;Pennsylvania;Mercersburg
17237;39.840783;-77.55412;PA;Pennsylvania;Mont Alto
17238;39.860447;-78.124744;PA;Pennsylvania;Needmore
17239;40.12995;-77.853362;PA;Pennsylvania;Neelyton
17240;40.150397;-77.571814;PA;Pennsylvania;Newburg
17241;40.174022;-77.407278;PA;Pennsylvania;Newville
17243;40.244275;-77.893344;PA;Pennsylvania;Orbisonia
17244;40.079772;-77.685642;PA;Pennsylvania;Orrstown
17246;40.022498;-77.71342;PA;Pennsylvania;Pleasant Hall
17247;39.8044;-77.5704;PA;Pennsylvania;Quincy
17249;40.240738;-77.899171;PA;Pennsylvania;Rockhill Furnace
17250;39.7364;-77.5353;PA;Pennsylvania;Rouzerville
17251;40.1103;-77.6622;PA;Pennsylvania;Roxbury
17252;39.912277;-77.808213;PA;Pennsylvania;Saint Thomas
17253;40.210241;-78.005911;PA;Pennsylvania;Saltillo
17254;39.971458;-77.588547;PA;Pennsylvania;Scotland
17255;40.16954;-77.870142;PA;Pennsylvania;Shade Gap
17256;39.7778;-77.6688;PA;Pennsylvania;Shady Grove
17257;40.040631;-77.497452;PA;Pennsylvania;Shippensburg
17260;40.320956;-77.845062;PA;Pennsylvania;Shirleysburg
17261;39.8464;-77.4881;PA;Pennsylvania;South Mountain
17262;40.180294;-77.709196;PA;Pennsylvania;Spring Run
17263;39.7248;-77.7244;PA;Pennsylvania;State Line
17264;40.156913;-77.978808;PA;Pennsylvania;Three Springs
17265;40.034548;-77.786317;PA;Pennsylvania;Upperstrasburg
17266;40.085298;-77.412532;PA;Pennsylvania;Walnut Bottom
17267;39.834472;-78.260422;PA;Pennsylvania;Warfordsburg
17268;39.797162;-77.592364;PA;Pennsylvania;Waynesboro
17271;40.112029;-77.783738;PA;Pennsylvania;Willow Hill
17272;39.77;-77.6303;PA;Pennsylvania;Zullinger
17301;39.894532;-76.973261;PA;Pennsylvania;Abbottstown
17302;39.818704;-76.424645;PA;Pennsylvania;Airville
17303;39.9241;-77.2966;PA;Pennsylvania;Arendtsville
17304;39.971177;-77.23718;PA;Pennsylvania;Aspers
17306;39.978696;-77.249556;PA;Pennsylvania;Bendersville
17307;39.938891;-77.308186;PA;Pennsylvania;Biglerville
17309;39.869273;-76.452824;PA;Pennsylvania;Brogue
17310;39.8844;-77.3598;PA;Pennsylvania;Cashtown
17311;39.815689;-76.840376;PA;Pennsylvania;Codorus
17312;39.9475;-76.5106;PA;Pennsylvania;Craley
17313;39.880253;-76.653246;PA;Pennsylvania;Dallastown
17314;39.76766;-76.325416;PA;Pennsylvania;Delta
17315;40.028461;-76.872936;PA;Pennsylvania;Dover
17316;39.968973;-77.013805;PA;Pennsylvania;East Berlin
17317;39.971073;-76.52203;PA;Pennsylvania;East Prospect
17318;40.016596;-76.726938;PA;Pennsylvania;Emigsville
17319;40.159984;-76.802758;PA;Pennsylvania;Etters
17320;39.781224;-77.365398;PA;Pennsylvania;Fairfield
17321;39.758458;-76.447383;PA;Pennsylvania;Fawn Grove
17322;39.863854;-76.528916;PA;Pennsylvania;Felton
17323;40.0767;-77.0288;PA;Pennsylvania;Franklintown
17324;40.041534;-77.264054;PA;Pennsylvania;Gardners
17325;39.841808;-77.231249;PA;Pennsylvania;Gettysburg
17327;39.787394;-76.756467;PA;Pennsylvania;Glen Rock
17329;39.758558;-76.849404;PA;Pennsylvania;Glenville
17331;39.796853;-76.992607;PA;Pennsylvania;Hanover
17332;39.8009;-76.9835;PA;Pennsylvania;Hanover
17333;39.8009;-76.9835;PA;Pennsylvania;Hanover
17334;39.8009;-76.9835;PA;Pennsylvania;Hanover
17337;40.0149;-77.2033;PA;Pennsylvania;Idaville
17339;40.13314;-76.883399;PA;Pennsylvania;Lewisberry
17340;39.7647;-77.115144;PA;Pennsylvania;Littlestown
17342;39.848;-76.7096;PA;Pennsylvania;Loganville
17343;39.872432;-77.328992;PA;Pennsylvania;Mc Knightstown
17344;39.808121;-77.018156;PA;Pennsylvania;Mc Sherrystown
17345;40.068259;-76.73583;PA;Pennsylvania;Manchester
17347;40.064112;-76.686216;PA;Pennsylvania;Mount Wolf
17349;39.776408;-76.684534;PA;Pennsylvania;New Freedom
17350;39.88819;-77.083698;PA;Pennsylvania;New Oxford
17352;39.764702;-76.494515;PA;Pennsylvania;New Park
17353;39.891448;-77.374615;PA;Pennsylvania;Orrtanna
17354;39.8268;-76.8935;PA;Pennsylvania;Porters Sideling
17355;39.759211;-76.695342;PA;Pennsylvania;Railroad
17356;39.897098;-76.558544;PA;Pennsylvania;Red Lion
17358;40.0638;-76.9146;PA;Pennsylvania;Rossville
17360;39.861448;-76.756155;PA;Pennsylvania;Seven Valleys
17361;39.767685;-76.684672;PA;Pennsylvania;Shrewsbury
17362;39.849268;-76.868806;PA;Pennsylvania;Spring Grove
17363;39.769201;-76.582158;PA;Pennsylvania;Stewartstown
17364;39.927152;-76.900272;PA;Pennsylvania;Thomasville
17365;40.053507;-76.943507;PA;Pennsylvania;Wellsville
17366;39.931822;-76.549664;PA;Pennsylvania;Windsor
17368;39.989009;-76.512624;PA;Pennsylvania;Wrightsville
17370;40.114362;-76.780598;PA;Pennsylvania;York Haven
17371;39.9052;-76.7844;PA;Pennsylvania;York New Salem
17372;40.008648;-77.095953;PA;Pennsylvania;York Springs
17375;40.0232;-77.2303;PA;Pennsylvania;Peach Glen
17401;39.96113;-76.734026;PA;Pennsylvania;York
17402;39.947163;-76.666526;PA;Pennsylvania;York
17403;39.917144;-76.712325;PA;Pennsylvania;York
17404;40.010911;-76.77452;PA;Pennsylvania;York
17405;39.9626;-76.7284;PA;Pennsylvania;York
17406;40.018505;-76.655886;PA;Pennsylvania;York
17407;39.883737;-76.711861;PA;Pennsylvania;York
17408;39.943596;-76.804015;PA;Pennsylvania;York
17415;39.9626;-76.7284;PA;Pennsylvania;York
17501;40.156836;-76.203768;PA;Pennsylvania;Akron
17502;40.099329;-76.664499;PA;Pennsylvania;Bainbridge
17503;39.9397;-76.1149;PA;Pennsylvania;Bart
17504;40.0244;-76.3311;PA;Pennsylvania;Bausman
17505;40.070781;-76.202919;PA;Pennsylvania;Bird In Hand
17506;40.1189;-76.0478;PA;Pennsylvania;Blue Ball
17507;40.1968;-76.0176;PA;Pennsylvania;Bowmansville
17508;40.124518;-76.219125;PA;Pennsylvania;Brownstown
17509;39.920567;-76.032382;PA;Pennsylvania;Christiana
17512;40.047234;-76.481932;PA;Pennsylvania;Columbia
17516;39.927807;-76.388442;PA;Pennsylvania;Conestoga
17517;40.243052;-76.127294;PA;Pennsylvania;Denver
17518;39.81346;-76.262484;PA;Pennsylvania;Drumore
17519;40.138646;-76.025436;PA;Pennsylvania;East Earl
17520;40.096318;-76.35098;PA;Pennsylvania;East Petersburg
17521;40.2039;-76.3494;PA;Pennsylvania;Elm
17522;40.173281;-76.165804;PA;Pennsylvania;Ephrata
17527;40.021888;-75.987119;PA;Pennsylvania;Gap
17528;40.1257;-76.0038;PA;Pennsylvania;Goodville
17529;40.043286;-76.102991;PA;Pennsylvania;Gordonville
17532;39.857946;-76.303992;PA;Pennsylvania;Holtwood
17533;40.2337;-76.2625;PA;Pennsylvania;Hopeland
17534;40.0375;-76.1054;PA;Pennsylvania;Intercourse
17535;40.010303;-76.043462;PA;Pennsylvania;Kinzers
17536;39.849383;-76.067544;PA;Pennsylvania;Kirkwood
17537;39.9902;-76.24;PA;Pennsylvania;Lampeter
17538;40.086194;-76.41625;PA;Pennsylvania;Landisville
17540;40.100992;-76.187884;PA;Pennsylvania;Leola
17543;40.179062;-76.290619;PA;Pennsylvania;Lititz
17545;40.169738;-76.438133;PA;Pennsylvania;Manheim
17547;40.073312;-76.584888;PA;Pennsylvania;Marietta
17549;40.1559;-76.0876;PA;Pennsylvania;Martindale
17550;40.0755;-76.5828;PA;Pennsylvania;Maytown
17551;39.981725;-76.378066;PA;Pennsylvania;Millersville
17552;40.11355;-76.506172;PA;Pennsylvania;Mount Joy
17554;40.038801;-76.427281;PA;Pennsylvania;Mountville
17555;40.120154;-75.969428;PA;Pennsylvania;Narvon
17557;40.120502;-76.068854;PA;Pennsylvania;New Holland
17560;39.910716;-76.230398;PA;Pennsylvania;New Providence
17562;39.977234;-76.095698;PA;Pennsylvania;Paradise
17563;39.768696;-76.194305;PA;Pennsylvania;Peach Bottom
17564;40.2051;-76.3689;PA;Pennsylvania;Penryn
17565;39.904038;-76.324785;PA;Pennsylvania;Pequea
17566;39.863856;-76.147998;PA;Pennsylvania;Quarryville
17567;40.2117;-76.1236;PA;Pennsylvania;Reamstown
17568;39.9474;-76.2334;PA;Pennsylvania;Refton
17569;40.265064;-76.089319;PA;Pennsylvania;Reinholds
17570;40.129278;-76.570228;PA;Pennsylvania;Rheems
17572;40.016121;-76.152306;PA;Pennsylvania;Ronks
17573;40.0261;-76.1687;PA;Pennsylvania;Lancaster
17575;40.0642;-76.4378;PA;Pennsylvania;Silver Spring
17576;40.035659;-76.19153;PA;Pennsylvania;Smoketown
17578;40.226721;-76.17896;PA;Pennsylvania;Stevens
17579;39.961763;-76.179224;PA;Pennsylvania;Strasburg
17580;40;-76.2138;PA;Pennsylvania;Talmage
17581;40.159094;-76.050044;PA;Pennsylvania;Terre Hill
17582;39.99109;-76.449562;PA;Pennsylvania;Washington Boro
17583;39.9726;-76.2885;PA;Pennsylvania;West Willow
17584;39.966241;-76.257831;PA;Pennsylvania;Willow Street
17585;40.0484;-76.2114;PA;Pennsylvania;Witmer
17601;40.073159;-76.32089;PA;Pennsylvania;Lancaster
17602;40.011486;-76.249454;PA;Pennsylvania;Lancaster
17603;40.006626;-76.360764;PA;Pennsylvania;Lancaster
17604;40.0376;-76.3058;PA;Pennsylvania;Lancaster
17605;40.0388;-76.3074;PA;Pennsylvania;Lancaster
17606;40.0376;-76.3058;PA;Pennsylvania;Lancaster
17607;40.0376;-76.3058;PA;Pennsylvania;Lancaster
17608;40.0376;-76.3058;PA;Pennsylvania;Lancaster
17611;40.01;-76.37;PA;Pennsylvania;Lancaster
17622;40.04;-76.31;PA;Pennsylvania;Lancaster
17699;40.0376;-76.3058;PA;Pennsylvania;Lancaster
17701;41.279638;-77.029912;PA;Pennsylvania;Williamsport
17702;41.180136;-77.063232;PA;Pennsylvania;Williamsport
17703;41.2411;-77.0017;PA;Pennsylvania;Williamsport
17705;41.2411;-77.0017;PA;Pennsylvania;Williamsport
17720;41.1927;-77.2213;PA;Pennsylvania;Antes Fort
17721;41.185791;-77.315072;PA;Pennsylvania;Avis
17723;41.443306;-77.479134;PA;Pennsylvania;Cammal
17724;41.676848;-76.89778;PA;Pennsylvania;Canton
17726;41.1248;-77.43;PA;Pennsylvania;Castanea
17727;41.4987;-77.4907;PA;Pennsylvania;Cedar Run
17728;41.33542;-77.060378;PA;Pennsylvania;Cogan Station
17729;41.478784;-77.747362;PA;Pennsylvania;Cross Fork
17730;41.106284;-76.87797;PA;Pennsylvania;Dewart
17731;41.41314;-76.601556;PA;Pennsylvania;Eagles Mere
17735;41.6147;-76.8676;PA;Pennsylvania;Grover
17737;41.2882;-76.670475;PA;Pennsylvania;Hughesville
17739;41.354215;-77.399925;PA;Pennsylvania;Jersey Mills
17740;41.219516;-77.274646;PA;Pennsylvania;Jersey Shore
17742;41.230309;-76.59558;PA;Pennsylvania;Lairdsville
17744;41.252812;-77.157559;PA;Pennsylvania;Linden
17745;41.242232;-77.44698;PA;Pennsylvania;Lock Haven
17747;41.027434;-77.33076;PA;Pennsylvania;Loganton
17748;41.129032;-77.367524;PA;Pennsylvania;Mc Elhattan
17749;41.072338;-76.818352;PA;Pennsylvania;Mc Ewensville
17750;41.051588;-77.467391;PA;Pennsylvania;Mackeyville
17751;41.109413;-77.485538;PA;Pennsylvania;Mill Hall
17752;41.180905;-76.918194;PA;Pennsylvania;Montgomery
17754;41.320778;-76.876868;PA;Pennsylvania;Montoursville
17756;41.233862;-76.741888;PA;Pennsylvania;Muncy
17758;41.368272;-76.498802;PA;Pennsylvania;Muncy Valley
17760;41.406423;-77.689869;PA;Pennsylvania;North Bend
17762;41.279311;-76.705137;PA;Pennsylvania;Picture Rocks
17763;41.506277;-76.942606;PA;Pennsylvania;Ralston
17764;41.340208;-77.774436;PA;Pennsylvania;Renovo
17765;41.546107;-76.912603;PA;Pennsylvania;Roaring Branch
17767;41.084011;-77.46282;PA;Pennsylvania;Salona
17768;41.530967;-76.746448;PA;Pennsylvania;Shunk
17769;41.4717;-77.5029;PA;Pennsylvania;Slate Run
17771;41.44049;-76.989686;PA;Pennsylvania;Trout Run
17772;41.109262;-76.715165;PA;Pennsylvania;Turbotville
17774;41.242204;-76.534078;PA;Pennsylvania;Unityville
17776;41.411343;-77.349719;PA;Pennsylvania;Waterville
17777;41.1149;-76.828763;PA;Pennsylvania;Watsontown
17778;41.329021;-77.945906;PA;Pennsylvania;Westport
17779;41.200026;-77.340389;PA;Pennsylvania;Woolrich
17801;40.832999;-76.774688;PA;Pennsylvania;Sunbury
17810;41.124887;-77.030078;PA;Pennsylvania;Allenwood
17812;40.76593;-77.249097;PA;Pennsylvania;Beaver Springs
17813;40.780533;-77.177762;PA;Pennsylvania;Beavertown
17814;41.265057;-76.352272;PA;Pennsylvania;Benton
17815;41.045712;-76.428979;PA;Pennsylvania;Bloomsburg
17820;40.908213;-76.401152;PA;Pennsylvania;Catawissa
17821;40.985176;-76.653281;PA;Pennsylvania;Danville
17822;40.9634;-76.6134;PA;Pennsylvania;Danville
17823;40.720216;-76.713156;PA;Pennsylvania;Dornsife
17824;40.845938;-76.543359;PA;Pennsylvania;Elysburg
17827;40.762217;-76.944424;PA;Pennsylvania;Freeburg
17829;40.902832;-77.156621;PA;Pennsylvania;Hartleton
17830;40.691862;-76.775845;PA;Pennsylvania;Herndon
17831;40.8314;-76.8363;PA;Pennsylvania;Hummels Wharf
17832;40.803748;-76.4647;PA;Pennsylvania;Marion Heights
17833;40.797833;-76.957246;PA;Pennsylvania;Kreamer
17834;40.791508;-76.470248;PA;Pennsylvania;Kulpmont
17835;40.961718;-77.227785;PA;Pennsylvania;Laurelton
17836;40.7026;-76.602122;PA;Pennsylvania;Leck Kill
17837;40.989922;-76.982404;PA;Pennsylvania;Lewisburg
17839;41.0036;-76.4553;PA;Pennsylvania;Lightstreet
17840;40.76986;-76.44237;PA;Pennsylvania;Locust Gap
17841;40.692026;-77.400351;PA;Pennsylvania;Mc Clure
17842;40.787842;-77.018074;PA;Pennsylvania;Middleburg
17843;40.817;-76.9715;PA;Pennsylvania;Beaver Springs
17844;40.965026;-77.061725;PA;Pennsylvania;Mifflinburg
17845;40.876017;-77.230939;PA;Pennsylvania;Millmont
17846;41.163274;-76.502728;PA;Pennsylvania;Millville
17847;40.996938;-76.815695;PA;Pennsylvania;Milton
17850;40.965494;-76.854286;PA;Pennsylvania;Montandon
17851;40.794188;-76.435462;PA;Pennsylvania;Mount Carmel
17853;40.69723;-77.004016;PA;Pennsylvania;Mount Pleasant Mills
17855;40.888113;-76.973909;PA;Pennsylvania;New Berlin
17856;41.054636;-76.959138;PA;Pennsylvania;New Columbia
17857;40.924149;-76.754028;PA;Pennsylvania;Northumberland
17858;40.8807;-76.4028;PA;Pennsylvania;Numidia
17859;41.097386;-76.331162;PA;Pennsylvania;Orangeville
17860;40.835204;-76.640142;PA;Pennsylvania;Paxinos
17861;40.774282;-77.078302;PA;Pennsylvania;Paxtonville
17862;40.860896;-77.060497;PA;Pennsylvania;Penns Creek
17864;40.707086;-76.915412;PA;Pennsylvania;Port Trevorton
17865;40.984884;-76.791558;PA;Pennsylvania;Potts Grove
17866;40.791961;-76.557662;PA;Pennsylvania;Coal Township
17867;40.712752;-76.731891;PA;Pennsylvania;Rebuck
17868;40.945424;-76.651764;PA;Pennsylvania;Riverside
17870;40.821734;-76.911546;PA;Pennsylvania;Selinsgrove
17872;40.762901;-76.496297;PA;Pennsylvania;Shamokin
17876;40.857747;-76.823591;PA;Pennsylvania;Shamokin Dam
17877;40.872488;-76.670154;PA;Pennsylvania;Snydertown
17878;41.152946;-76.352948;PA;Pennsylvania;Stillwater
17880;40.9066;-77.1011;PA;Pennsylvania;Swengel
17881;40.765848;-76.64959;PA;Pennsylvania;Trevorton
17882;40.806919;-77.212054;PA;Pennsylvania;Troxelville
17883;40.9387;-76.9883;PA;Pennsylvania;Vicksburg
17884;41.05567;-76.670818;PA;Pennsylvania;Washingtonville
17885;40.862276;-77.290624;PA;Pennsylvania;Weikert
17886;41.021711;-76.874577;PA;Pennsylvania;West Milton
17887;41.076952;-76.876412;PA;Pennsylvania;White Deer
17888;40.821922;-76.373316;PA;Pennsylvania;Wilburton
17889;40.893649;-76.89247;PA;Pennsylvania;Winfield
17901;40.687992;-76.26977;PA;Pennsylvania;Pottsville
17920;40.820052;-76.329606;PA;Pennsylvania;Aristes
17921;40.774449;-76.354518;PA;Pennsylvania;Ashland
17922;40.592968;-76.12725;PA;Pennsylvania;Auburn
17923;40.65092;-76.32936;PA;Pennsylvania;Branchdale
17925;40.768296;-76.028989;PA;Pennsylvania;Brockton
17929;40.631111;-76.194862;PA;Pennsylvania;Cressona
17930;40.705662;-76.108696;PA;Pennsylvania;Cumbola
17931;40.778444;-76.21712;PA;Pennsylvania;Frackville
17932;40.7837;-76.2309;PA;Pennsylvania;Frackville
17933;40.602324;-76.241547;PA;Pennsylvania;Friedensburg
17934;40.797326;-76.214878;PA;Pennsylvania;Gilberton
17935;40.798808;-76.280353;PA;Pennsylvania;Girardville
17936;40.74979;-76.34082;PA;Pennsylvania;Gordon
17938;40.664762;-76.509545;PA;Pennsylvania;Hegins
17941;40.67259;-76.606986;PA;Pennsylvania;Klingerstown
17943;40.760343;-76.387526;PA;Pennsylvania;Lavelle
17944;40.672268;-76.279973;PA;Pennsylvania;Llewellyn
17945;40.784297;-76.373028;PA;Pennsylvania;Locustdale
17946;40.809478;-76.256172;PA;Pennsylvania;Lost Creek
17948;40.810998;-76.13845;PA;Pennsylvania;Mahanoy City
17949;40.793552;-76.238414;PA;Pennsylvania;Mahanoy Plane
17951;40.679679;-76.244406;PA;Pennsylvania;Mar Lin
17952;40.763206;-76.063218;PA;Pennsylvania;Mary D
17953;40.727886;-76.086987;PA;Pennsylvania;Middleport
17954;40.690387;-76.259159;PA;Pennsylvania;Minersville
17957;40.600436;-76.498634;PA;Pennsylvania;Muir
17959;40.728264;-76.136284;PA;Pennsylvania;New Philadelphia
17960;40.69904;-75.953495;PA;Pennsylvania;New Ringgold
17961;40.634995;-76.062017;PA;Pennsylvania;Orwigsburg
17963;40.560454;-76.397911;PA;Pennsylvania;Pine Grove
17964;40.710254;-76.52368;PA;Pennsylvania;Pitman
17965;40.697348;-76.166468;PA;Pennsylvania;Port Carbon
17966;40.5944;-76.4124;PA;Pennsylvania;Ravine
17967;40.844197;-76.203714;PA;Pennsylvania;Ringtown
17968;40.63358;-76.612867;PA;Pennsylvania;Sacramento
17970;40.741234;-76.221726;PA;Pennsylvania;Saint Clair
17972;40.600374;-76.200167;PA;Pennsylvania;Schuylkill Haven
17974;40.695927;-76.236388;PA;Pennsylvania;Seltzer
17976;40.826114;-76.184475;PA;Pennsylvania;Shenandoah
17978;40.634931;-76.642315;PA;Pennsylvania;Spring Glen
17979;40.561682;-76.196713;PA;Pennsylvania;Summit Station
17980;40.586028;-76.53242;PA;Pennsylvania;Tower City
17981;40.628836;-76.39684;PA;Pennsylvania;Tremont
17982;40.785698;-76.028844;PA;Pennsylvania;Tuscarora
17983;40.646801;-76.554471;PA;Pennsylvania;Valley View
17985;40.932004;-76.242038;PA;Pennsylvania;Zion Grove
18001;40.6445;-75.4328;PA;Pennsylvania;Lehigh Valley
18002;40.6428;-75.4328;PA;Pennsylvania;Lehigh Valley
18003;40.6428;-75.4328;PA;Pennsylvania;Lehigh Valley
18010;40.8392;-75.2199;PA;Pennsylvania;Ackermanville
18011;40.481951;-75.642391;PA;Pennsylvania;Alburtis
18012;40.81278;-75.592526;PA;Pennsylvania;Aquashicola
18013;40.862137;-75.16234;PA;Pennsylvania;Bangor
18014;40.759544;-75.418417;PA;Pennsylvania;Bath
18015;40.584424;-75.369788;PA;Pennsylvania;Bethlehem
18016;40.6256;-75.3709;PA;Pennsylvania;Bethlehem
18017;40.658955;-75.389265;PA;Pennsylvania;Bethlehem
18018;40.630398;-75.394327;PA;Pennsylvania;Bethlehem
18020;40.66801;-75.330185;PA;Pennsylvania;Bethlehem
18025;40.6013;-75.46;PA;Pennsylvania;Bethlehem
18030;40.801422;-75.661095;PA;Pennsylvania;Bowmanstown
18031;40.548847;-75.665888;PA;Pennsylvania;Breinigsville
18032;40.656246;-75.468228;PA;Pennsylvania;Catasauqua
18034;40.541339;-75.405354;PA;Pennsylvania;Center Valley
18035;40.749399;-75.540482;PA;Pennsylvania;Cherryville
18036;40.49809;-75.382732;PA;Pennsylvania;Coopersburg
18037;40.68286;-75.53335;PA;Pennsylvania;Coplay
18038;40.797684;-75.482513;PA;Pennsylvania;Danielsville
18039;40.5757;-75.2236;PA;Pennsylvania;Durham
18040;40.743688;-75.223762;PA;Pennsylvania;Easton
18041;40.419248;-75.510449;PA;Pennsylvania;East Greenville
18042;40.655162;-75.222839;PA;Pennsylvania;Easton
18043;40.7076;-75.2445;PA;Pennsylvania;Easton
18044;40.6885;-75.2211;PA;Pennsylvania;Easton
18045;40.696516;-75.280817;PA;Pennsylvania;Easton
18046;40.5475;-75.5619;PA;Pennsylvania;East Texas
18049;40.520403;-75.498991;PA;Pennsylvania;Emmaus
18050;40.8657;-75.2068;PA;Pennsylvania;Flicksville
18051;40.60015;-75.664435;PA;Pennsylvania;Fogelsville
18052;40.657236;-75.502468;PA;Pennsylvania;Whitehall
18053;40.725995;-75.715405;PA;Pennsylvania;Germansville
18054;40.352012;-75.446498;PA;Pennsylvania;Green Lane
18055;40.590591;-75.300529;PA;Pennsylvania;Hellertown
18056;40.449899;-75.559926;PA;Pennsylvania;Hereford
18058;40.889267;-75.474276;PA;Pennsylvania;Kunkletown
18059;40.719738;-75.53966;PA;Pennsylvania;Laurys Station
18060;40.5088;-75.4477;PA;Pennsylvania;Limeport
18062;40.503471;-75.586876;PA;Pennsylvania;Macungie
18063;40.78415;-75.183646;PA;Pennsylvania;Martins Creek
18064;40.755194;-75.307119;PA;Pennsylvania;Nazareth
18065;40.698;-75.612;PA;Pennsylvania;Neffs
18066;40.654776;-75.750535;PA;Pennsylvania;New Tripoli
18067;40.71412;-75.478256;PA;Pennsylvania;Northampton
18068;40.4865;-75.5207;PA;Pennsylvania;Old Zionsville
18069;40.623466;-75.622248;PA;Pennsylvania;Orefield
18070;40.436085;-75.54136;PA;Pennsylvania;Palm
18071;40.836637;-75.58725;PA;Pennsylvania;Palmerton
18072;40.847166;-75.255767;PA;Pennsylvania;Pen Argyl
